report_date,market,source,noncomm_net,noncomm_net_pct_oi,lev_funds_net,open_interest,usable_from
2022-07-19,sp500,legacy,-208148,-8.913,,2335319,2022-07-25
2022-07-19,sp500,tff,,,-425568,2335319,2022-07-25
2022-07-26,nasdaq100,legacy,31809,11.9064,,267158,2022-08-01
2022-07-26,nasdaq100,tff,,,-36790,267158,2022-08-01
2022-07-26,sp500,legacy,-237635,-10.2304,,2322824,2022-08-01
2022-07-26,sp500,tff,,,-454343,2322824,2022-08-01
2022-08-02,nasdaq100,legacy,24712,9.4204,,262325,2022-08-08
2022-08-02,nasdaq100,tff,,,-36496,262325,2022-08-08
2022-08-02,sp500,legacy,-231885,-10.0354,,2310665,2022-08-08
2022-08-02,sp500,tff,,,-505957,2310665,2022-08-08
2022-08-09,nasdaq100,legacy,21075,8.1439,,258784,2022-08-15
2022-08-09,nasdaq100,tff,,,-54317,258784,2022-08-15
2022-08-09,sp500,legacy,-244261,-10.6229,,2299388,2022-08-15
2022-08-09,sp500,tff,,,-503600,2299388,2022-08-15
2022-08-16,nasdaq100,legacy,6846,2.5564,,267796,2022-08-22
2022-08-16,nasdaq100,tff,,,-60647,267796,2022-08-22
2022-08-16,sp500,legacy,-287984,-12.2744,,2346224,2022-08-22
2022-08-16,sp500,tff,,,-598669,2346224,2022-08-22
2022-08-23,nasdaq100,legacy,38033,14.5077,,262158,2022-08-29
2022-08-23,nasdaq100,tff,,,-40238,262158,2022-08-29
2022-08-23,sp500,legacy,-262276,-11.2587,,2329538,2022-08-29
2022-08-23,sp500,tff,,,-513698,2329538,2022-08-29
2022-08-30,nasdaq100,legacy,26807,10.168,,263641,2022-09-06
2022-08-30,nasdaq100,tff,,,-38085,263641,2022-09-06
2022-08-30,sp500,legacy,-239632,-10.2848,,2329953,2022-09-06
2022-08-30,sp500,tff,,,-490807,2329953,2022-09-06
2022-09-06,nasdaq100,legacy,22046,7.6881,,286754,2022-09-12
2022-09-06,nasdaq100,tff,,,-34852,286754,2022-09-12
2022-09-06,sp500,legacy,-238720,-10.315,,2314290,2022-09-12
2022-09-06,sp500,tff,,,-452569,2314290,2022-09-12
2022-09-13,nasdaq100,legacy,11806,3.7483,,314969,2022-09-19
2022-09-13,nasdaq100,tff,,,-48037,314969,2022-09-19
2022-09-13,sp500,legacy,-281004,-10.7952,,2603046,2022-09-19
2022-09-13,sp500,tff,,,-525354,2603046,2022-09-19
2022-09-20,nasdaq100,legacy,3485,1.2821,,271815,2022-09-26
2022-09-20,nasdaq100,tff,,,-40860,271815,2022-09-26
2022-09-20,sp500,legacy,-219451,-10.2498,,2141022,2022-09-26
2022-09-20,sp500,tff,,,-346646,2141022,2022-09-26
2022-09-27,nasdaq100,legacy,-48,-0.017,,282054,2022-10-03
2022-09-27,nasdaq100,tff,,,-32027,282054,2022-10-03
2022-09-27,sp500,legacy,-150201,-6.7238,,2233878,2022-10-03
2022-09-27,sp500,tff,,,-286836,2233878,2022-10-03
2022-10-04,nasdaq100,legacy,-3761,-1.3819,,272171,2022-10-10
2022-10-04,nasdaq100,tff,,,-20012,272171,2022-10-10
2022-10-04,sp500,legacy,-209297,-9.2557,,2261285,2022-10-10
2022-10-04,sp500,tff,,,-340474,2261285,2022-10-10
2022-10-11,nasdaq100,legacy,8528,3.0318,,281284,2022-10-17
2022-10-11,nasdaq100,tff,,,-19843,281284,2022-10-17
2022-10-11,sp500,legacy,-164057,-7.2025,,2277794,2022-10-17
2022-10-11,sp500,tff,,,-346985,2277794,2022-10-17
2022-10-18,nasdaq100,legacy,1515,0.5521,,274388,2022-10-24
2022-10-18,nasdaq100,tff,,,-13312,274388,2022-10-24
2022-10-18,sp500,legacy,-223198,-9.5524,,2336566,2022-10-24
2022-10-18,sp500,tff,,,-413282,2336566,2022-10-24
2022-10-25,nasdaq100,legacy,5700,2.0242,,281590,2022-10-31
2022-10-25,nasdaq100,tff,,,-33264,281590,2022-10-31
2022-10-25,sp500,legacy,-219102,-9.2768,,2361824,2022-10-31
2022-10-25,sp500,tff,,,-445837,2361824,2022-10-31
2022-11-01,nasdaq100,legacy,-15249,-5.3985,,282466,2022-11-07
2022-11-01,nasdaq100,tff,,,-31966,282466,2022-11-07
2022-11-01,sp500,legacy,-175063,-7.4919,,2336711,2022-11-07
2022-11-01,sp500,tff,,,-395894,2336711,2022-11-07
2022-11-08,nasdaq100,legacy,-2414,-0.8841,,273054,2022-11-14
2022-11-08,nasdaq100,tff,,,-34103,273054,2022-11-14
2022-11-08,sp500,legacy,-177059,-7.6355,,2318895,2022-11-14
2022-11-08,sp500,tff,,,-392104,2318895,2022-11-14
2022-11-15,nasdaq100,legacy,-5256,-1.9581,,268428,2022-11-21
2022-11-15,nasdaq100,tff,,,-37940,268428,2022-11-21
2022-11-15,sp500,legacy,-202645,-8.6471,,2343509,2022-11-21
2022-11-15,sp500,tff,,,-471274,2343509,2022-11-21
2022-11-22,nasdaq100,legacy,3046,1.2053,,252712,2022-11-29
2022-11-22,nasdaq100,tff,,,-27348,252712,2022-11-29
2022-11-22,sp500,legacy,-191492,-8.311,,2304077,2022-11-29
2022-11-22,sp500,tff,,,-435987,2304077,2022-11-29
2022-11-29,nasdaq100,legacy,9755,3.8369,,254245,2022-12-05
2022-11-29,nasdaq100,tff,,,-30479,254245,2022-12-05
2022-11-29,sp500,legacy,-204176,-8.8215,,2314527,2022-12-05
2022-11-29,sp500,tff,,,-419340,2314527,2022-12-05
2022-12-06,nasdaq100,legacy,13517,5.4046,,250102,2022-12-12
2022-12-06,nasdaq100,tff,,,-32147,250102,2022-12-12
2022-12-06,sp500,legacy,-203719,-8.905,,2287691,2022-12-12
2022-12-06,sp500,tff,,,-431367,2287691,2022-12-12
2022-12-13,nasdaq100,legacy,19198,6.1339,,312984,2022-12-19
2022-12-13,nasdaq100,tff,,,-30771,312984,2022-12-19
2022-12-13,sp500,legacy,-230122,-9.2898,,2477140,2022-12-19
2022-12-13,sp500,tff,,,-476530,2477140,2022-12-19
2022-12-20,nasdaq100,legacy,4516,1.8429,,245045,2022-12-27
2022-12-20,nasdaq100,tff,,,-8082,245045,2022-12-27
2022-12-20,sp500,legacy,-159752,-8.0405,,1986847,2022-12-27
2022-12-20,sp500,tff,,,-218488,1986847,2022-12-27
2022-12-27,nasdaq100,legacy,1172,0.4673,,250781,2023-01-03
2022-12-27,nasdaq100,tff,,,-15305,250781,2023-01-03
2022-12-27,sp500,legacy,-174281,-8.8859,,1961310,2023-01-03
2022-12-27,sp500,tff,,,-246774,1961310,2023-01-03
2023-01-03,nasdaq100,legacy,1362,0.5567,,244658,2023-01-09
2023-01-03,nasdaq100,tff,,,-1815,244658,2023-01-09
2023-01-03,sp500,legacy,-167301,-8.3193,,2010996,2023-01-09
2023-01-03,sp500,tff,,,-276214,2010996,2023-01-09
2023-01-10,nasdaq100,legacy,-8151,-3.2138,,253625,2023-01-17
2023-01-10,nasdaq100,tff,,,-12278,253625,2023-01-17
2023-01-10,sp500,legacy,-213174,-10.4879,,2032566,2023-01-17
2023-01-10,sp500,tff,,,-315325,2032566,2023-01-17
2023-01-17,nasdaq100,legacy,-20633,-7.5025,,275015,2023-01-23
2023-01-17,nasdaq100,tff,,,-17978,275015,2023-01-23
2023-01-17,sp500,legacy,-226818,-11.0295,,2056472,2023-01-23
2023-01-17,sp500,tff,,,-386243,2056472,2023-01-23
2023-01-24,nasdaq100,legacy,-25261,-9.2231,,273887,2023-01-30
2023-01-24,nasdaq100,tff,,,-29309,273887,2023-01-30
2023-01-24,sp500,legacy,-208991,-10.3234,,2024437,2023-01-30
2023-01-24,sp500,tff,,,-375173,2024437,2023-01-30
2023-01-31,nasdaq100,legacy,-15858,-5.6951,,278449,2023-02-06
2023-01-31,nasdaq100,tff,,,-28329,278449,2023-02-06
2023-01-31,sp500,legacy,-222257,-10.7817,,2061419,2023-02-06
2023-01-31,sp500,tff,,,-396262,2061419,2023-02-06
2023-02-07,nasdaq100,legacy,-14919,-5.3415,,279306,2023-02-13
2023-02-07,nasdaq100,tff,,,-38967,279306,2023-02-13
2023-02-07,sp500,legacy,-217545,-10.596,,2053086,2023-02-13
2023-02-07,sp500,tff,,,-392326,2053086,2023-02-13
2023-02-14,nasdaq100,legacy,-22824,-8.2641,,276184,2023-02-21
2023-02-14,nasdaq100,tff,,,-45846,276184,2023-02-21
2023-02-14,sp500,legacy,-246454,-11.8696,,2076347,2023-02-21
2023-02-14,sp500,tff,,,-413387,2076347,2023-02-21
2023-02-21,nasdaq100,legacy,-14069,-5.2438,,268297,2023-02-27
2023-02-21,nasdaq100,tff,,,-34836,268297,2023-02-27
2023-02-21,sp500,legacy,-234291,-11.2939,,2074486,2023-02-27
2023-02-21,sp500,tff,,,-354815,2074486,2023-02-27
2023-02-28,nasdaq100,legacy,-23829,-8.883,,268253,2023-03-06
2023-02-28,nasdaq100,tff,,,-31196,268253,2023-03-06
2023-02-28,sp500,legacy,-183891,-8.7022,,2113159,2023-03-06
2023-02-28,sp500,tff,,,-298918,2113159,2023-03-06
2023-03-07,nasdaq100,legacy,-12425,-4.764,,260810,2023-03-13
2023-03-07,nasdaq100,tff,,,-27856,260810,2023-03-13
2023-03-07,sp500,legacy,-209482,-9.8202,,2133169,2023-03-13
2023-03-07,sp500,tff,,,-304190,2133169,2023-03-13
2023-03-14,nasdaq100,legacy,-6472,-2.1119,,306461,2023-03-20
2023-03-14,nasdaq100,tff,,,-6028,306461,2023-03-20
2023-03-14,sp500,legacy,-119819,-4.697,,2550984,2023-03-20
2023-03-14,sp500,tff,,,-252269,2550984,2023-03-20
2023-03-21,nasdaq100,legacy,-5120,-2.3828,,214876,2023-03-27
2023-03-21,nasdaq100,tff,,,-30429,214876,2023-03-27
2023-03-21,sp500,legacy,-202480,-9.422,,2149005,2023-03-27
2023-03-21,sp500,tff,,,-461699,2149005,2023-03-27
2023-03-28,nasdaq100,legacy,-7348,-3.3389,,220074,2023-04-03
2023-03-28,nasdaq100,tff,,,-40894,220074,2023-04-03
2023-03-28,sp500,legacy,-224656,-10.487,,2142232,2023-04-03
2023-03-28,sp500,tff,,,-450423,2142232,2023-04-03
2023-04-04,nasdaq100,legacy,-18385,-7.9182,,232186,2023-04-11
2023-04-04,nasdaq100,tff,,,-44341,232186,2023-04-11
2023-04-04,sp500,legacy,-321459,-14.4833,,2219512,2023-04-11
2023-04-04,sp500,tff,,,-565812,2219512,2023-04-11
2023-04-11,nasdaq100,legacy,-2130,-0.897,,237470,2023-04-17
2023-04-11,nasdaq100,tff,,,-36211,237470,2023-04-17
2023-04-11,sp500,legacy,-307612,-13.681,,2248469,2023-04-17
2023-04-11,sp500,tff,,,-530918,2248469,2023-04-17
2023-04-18,nasdaq100,legacy,2673,1.0908,,245059,2023-04-24
2023-04-18,nasdaq100,tff,,,-31625,245059,2023-04-24
2023-04-18,sp500,legacy,-344257,-15.1101,,2278321,2023-04-24
2023-04-18,sp500,tff,,,-547296,2278321,2023-04-24
2023-04-25,nasdaq100,legacy,5130,2.0714,,247654,2023-05-01
2023-04-25,nasdaq100,tff,,,-35992,247654,2023-05-01
2023-04-25,sp500,legacy,-363267,-16.0327,,2265794,2023-05-01
2023-04-25,sp500,tff,,,-475066,2265794,2023-05-01
2023-05-02,nasdaq100,legacy,13290,5.3814,,246962,2023-05-08
2023-05-02,nasdaq100,tff,,,-34805,246962,2023-05-08
2023-05-02,sp500,legacy,-355411,-15.6143,,2276183,2023-05-08
2023-05-02,sp500,tff,,,-467864,2276183,2023-05-08
2023-05-09,nasdaq100,legacy,21387,8.3814,,255173,2023-05-15
2023-05-09,nasdaq100,tff,,,-30682,255173,2023-05-15
2023-05-09,sp500,legacy,-376023,-16.3755,,2296259,2023-05-15
2023-05-09,sp500,tff,,,-513303,2296259,2023-05-15
2023-05-16,nasdaq100,legacy,19964,7.3033,,273355,2023-05-22
2023-05-16,nasdaq100,tff,,,-31406,273355,2023-05-22
2023-05-16,sp500,legacy,-388721,-16.8548,,2306298,2023-05-22
2023-05-16,sp500,tff,,,-501276,2306298,2023-05-22
2023-05-23,nasdaq100,legacy,14509,5.2726,,275175,2023-05-30
2023-05-23,nasdaq100,tff,,,-37153,275175,2023-05-30
2023-05-23,sp500,legacy,-404292,-16.9448,,2385936,2023-05-30
2023-05-23,sp500,tff,,,-517901,2385936,2023-05-30
2023-05-30,nasdaq100,legacy,8512,2.8525,,298403,2023-06-05
2023-05-30,nasdaq100,tff,,,-45016,298403,2023-06-05
2023-05-30,sp500,legacy,-434170,-17.402,,2494943,2023-06-05
2023-05-30,sp500,tff,,,-530723,2494943,2023-06-05
2023-06-06,nasdaq100,legacy,8848,2.8846,,306736,2023-06-12
2023-06-06,nasdaq100,tff,,,-43066,306736,2023-06-12
2023-06-06,sp500,legacy,-344531,-13.78,,2500232,2023-06-12
2023-06-06,sp500,tff,,,-576131,2500232,2023-06-12
2023-06-13,nasdaq100,legacy,15680,4.8682,,322087,2023-06-20
2023-06-13,nasdaq100,tff,,,-44042,322087,2023-06-20
2023-06-13,sp500,legacy,-331413,-11.3987,,2907468,2023-06-20
2023-06-13,sp500,tff,,,-538565,2907468,2023-06-20
2023-06-20,nasdaq100,legacy,15993,6.4594,,247591,2023-06-26
2023-06-20,nasdaq100,tff,,,-17387,247591,2023-06-26
2023-06-20,sp500,legacy,-239331,-10.7622,,2223815,2023-06-26
2023-06-20,sp500,tff,,,-380423,2223815,2023-06-26
2023-06-27,nasdaq100,legacy,17242,6.7177,,256666,2023-07-03
2023-06-27,nasdaq100,tff,,,-25634,256666,2023-07-03
2023-06-27,sp500,legacy,-208250,-9.5217,,2187114,2023-07-03
2023-06-27,sp500,tff,,,-315623,2187114,2023-07-03
2023-07-03,nasdaq100,legacy,5458,2.1946,,248698,2023-07-10
2023-07-03,nasdaq100,tff,,,-33505,248698,2023-07-10
2023-07-03,sp500,legacy,-207239,-9.3731,,2211004,2023-07-10
2023-07-03,sp500,tff,,,-292640,2211004,2023-07-10
2023-07-11,nasdaq100,legacy,10948,4.219,,259491,2023-07-17
2023-07-11,nasdaq100,tff,,,-36835,259491,2023-07-17
2023-07-11,sp500,legacy,-208979,-9.4577,,2209607,2023-07-17
2023-07-11,sp500,tff,,,-307136,2209607,2023-07-17
2023-07-18,nasdaq100,legacy,1199,0.454,,264119,2023-07-24
2023-07-18,nasdaq100,tff,,,-32110,264119,2023-07-24
2023-07-18,sp500,legacy,-263685,-11.5617,,2280677,2023-07-24
2023-07-18,sp500,tff,,,-385153,2280677,2023-07-24
2023-07-25,nasdaq100,legacy,-10672,-4.0948,,260623,2023-07-31
2023-07-25,nasdaq100,tff,,,-40165,260623,2023-07-31
2023-07-25,sp500,legacy,-232615,-10.369,,2243361,2023-07-31
2023-07-25,sp500,tff,,,-403332,2243361,2023-07-31
2023-08-01,nasdaq100,legacy,-11405,-4.338,,262908,2023-08-07
2023-08-01,nasdaq100,tff,,,-53870,262908,2023-08-07
2023-08-01,sp500,legacy,-200048,-8.9237,,2241749,2023-08-07
2023-08-01,sp500,tff,,,-382505,2241749,2023-08-07
2023-08-08,nasdaq100,legacy,-10879,-4.0624,,267797,2023-08-14
2023-08-08,nasdaq100,tff,,,-56638,267797,2023-08-14
2023-08-08,sp500,legacy,-159570,-7.1823,,2221709,2023-08-14
2023-08-08,sp500,tff,,,-327526,2221709,2023-08-14
2023-08-15,nasdaq100,legacy,5169,1.9324,,267495,2023-08-21
2023-08-15,nasdaq100,tff,,,-35350,267495,2023-08-21
2023-08-15,sp500,legacy,-118408,-5.3335,,2220084,2023-08-21
2023-08-15,sp500,tff,,,-296032,2220084,2023-08-21
2023-08-22,nasdaq100,legacy,13830,5.2502,,263420,2023-08-28
2023-08-22,nasdaq100,tff,,,-28510,263420,2023-08-28
2023-08-22,sp500,legacy,-133491,-5.9802,,2232226,2023-08-28
2023-08-22,sp500,tff,,,-331822,2232226,2023-08-28
2023-08-29,nasdaq100,legacy,16162,6.0767,,265968,2023-09-05
2023-08-29,nasdaq100,tff,,,-27040,265968,2023-09-05
2023-08-29,sp500,legacy,-142106,-6.2669,,2267572,2023-09-05
2023-08-29,sp500,tff,,,-353723,2267572,2023-09-05
2023-09-05,nasdaq100,legacy,13550,4.9326,,274701,2023-09-11
2023-09-05,nasdaq100,tff,,,-27220,274701,2023-09-11
2023-09-05,sp500,legacy,-144211,-6.3834,,2259160,2023-09-11
2023-09-05,sp500,tff,,,-335302,2259160,2023-09-11
2023-09-12,nasdaq100,legacy,9056,2.9856,,303321,2023-09-18
2023-09-12,nasdaq100,tff,,,-29164,303321,2023-09-18
2023-09-12,sp500,legacy,-116333,-4.6161,,2520164,2023-09-18
2023-09-12,sp500,tff,,,-250112,2520164,2023-09-18
2023-09-19,nasdaq100,legacy,3194,1.3519,,236252,2023-09-25
2023-09-19,nasdaq100,tff,,,-19460,236252,2023-09-25
2023-09-19,sp500,legacy,-138991,-6.6251,,2097946,2023-09-25
2023-09-19,sp500,tff,,,-320298,2097946,2023-09-25
2023-09-26,nasdaq100,legacy,846,0.351,,241018,2023-10-02
2023-09-26,nasdaq100,tff,,,-28192,241018,2023-10-02
2023-09-26,sp500,legacy,-89281,-4.1766,,2137648,2023-10-02
2023-09-26,sp500,tff,,,-283612,2137648,2023-10-02
2023-10-03,nasdaq100,legacy,1435,0.5629,,254924,2023-10-09
2023-10-03,nasdaq100,tff,,,-19931,254924,2023-10-09
2023-10-03,sp500,legacy,-73235,-3.4253,,2138034,2023-10-09
2023-10-03,sp500,tff,,,-262969,2138034,2023-10-09
2023-10-10,nasdaq100,legacy,7840,3.0562,,256528,2023-10-16
2023-10-10,nasdaq100,tff,,,-18181,256528,2023-10-16
2023-10-10,sp500,legacy,-94449,-4.5541,,2073930,2023-10-16
2023-10-10,sp500,tff,,,-284823,2073930,2023-10-16
2023-10-17,nasdaq100,legacy,14348,5.5875,,256786,2023-10-23
2023-10-17,nasdaq100,tff,,,-13879,256786,2023-10-23
2023-10-17,sp500,legacy,-63178,-2.9908,,2112419,2023-10-23
2023-10-17,sp500,tff,,,-260638,2112419,2023-10-23
2023-10-24,nasdaq100,legacy,2697,1.0658,,253055,2023-10-30
2023-10-24,nasdaq100,tff,,,-13884,253055,2023-10-30
2023-10-24,sp500,legacy,10185,0.4719,,2158452,2023-10-30
2023-10-24,sp500,tff,,,-195844,2158452,2023-10-30
2023-10-31,nasdaq100,legacy,6737,2.5981,,259306,2023-11-06
2023-10-31,nasdaq100,tff,,,-8572,259306,2023-11-06
2023-10-31,sp500,legacy,4337,0.1994,,2174689,2023-11-06
2023-10-31,sp500,tff,,,-231153,2174689,2023-11-06
2023-11-07,nasdaq100,legacy,16295,6.0667,,268597,2023-11-13
2023-11-07,nasdaq100,tff,,,10142,268597,2023-11-13
2023-11-07,sp500,legacy,-53421,-2.4528,,2177947,2023-11-13
2023-11-07,sp500,tff,,,-272845,2177947,2023-11-13
2023-11-14,nasdaq100,legacy,315,0.1151,,273787,2023-11-20
2023-11-14,nasdaq100,tff,,,-4908,273787,2023-11-20
2023-11-14,sp500,legacy,-52833,-2.4093,,2192899,2023-11-20
2023-11-14,sp500,tff,,,-291032,2192899,2023-11-20
2023-11-21,nasdaq100,legacy,5044,1.7741,,284312,2023-11-28
2023-11-21,nasdaq100,tff,,,-9066,284312,2023-11-28
2023-11-21,sp500,legacy,-80080,-3.5747,,2240214,2023-11-28
2023-11-21,sp500,tff,,,-311046,2240214,2023-11-28
2023-11-28,nasdaq100,legacy,7278,2.4813,,293315,2023-12-04
2023-11-28,nasdaq100,tff,,,-2133,293315,2023-12-04
2023-11-28,sp500,legacy,-65027,-2.8522,,2279894,2023-12-04
2023-11-28,sp500,tff,,,-318644,2279894,2023-12-04
2023-12-05,nasdaq100,legacy,8402,3.0251,,277746,2023-12-11
2023-12-05,nasdaq100,tff,,,-25956,277746,2023-12-11
2023-12-05,sp500,legacy,-47261,-2.042,,2314400,2023-12-11
2023-12-05,sp500,tff,,,-353424,2314400,2023-12-11
2023-12-12,nasdaq100,legacy,8104,2.4031,,337236,2023-12-18
2023-12-12,nasdaq100,tff,,,-40814,337236,2023-12-18
2023-12-12,sp500,legacy,-65083,-2.4372,,2670454,2023-12-18
2023-12-12,sp500,tff,,,-366291,2670454,2023-12-18
2023-12-19,nasdaq100,legacy,22184,8.0187,,276654,2023-12-26
2023-12-19,nasdaq100,tff,,,-44775,276654,2023-12-26
2023-12-19,sp500,legacy,-195395,-9.062,,2156203,2023-12-26
2023-12-19,sp500,tff,,,-307532,2156203,2023-12-26
2023-12-26,nasdaq100,legacy,27991,10.0667,,278055,2024-01-02
2023-12-26,nasdaq100,tff,,,-44442,278055,2024-01-02
2023-12-26,sp500,legacy,-192462,-8.9297,,2155313,2024-01-02
2023-12-26,sp500,tff,,,-354995,2155313,2024-01-02
2024-01-02,nasdaq100,legacy,39067,14.3191,,272832,2024-01-08
2024-01-02,nasdaq100,tff,,,-34926,272832,2024-01-08
2024-01-02,sp500,legacy,-214088,-9.6383,,2221215,2024-01-08
2024-01-02,sp500,tff,,,-389801,2221215,2024-01-08
2024-01-09,nasdaq100,legacy,36776,13.2415,,277732,2024-01-16
2024-01-09,nasdaq100,tff,,,-36173,277732,2024-01-16
2024-01-09,sp500,legacy,-117049,-5.2979,,2209328,2024-01-16
2024-01-09,sp500,tff,,,-312515,2209328,2024-01-16
2024-01-16,nasdaq100,legacy,36571,13.3734,,273460,2024-01-22
2024-01-16,nasdaq100,tff,,,-34027,273460,2024-01-22
2024-01-16,sp500,legacy,-169246,-7.6338,,2217057,2024-01-22
2024-01-16,sp500,tff,,,-298679,2217057,2024-01-22
2024-01-23,nasdaq100,legacy,33042,11.4177,,289392,2024-01-29
2024-01-23,nasdaq100,tff,,,-36377,289392,2024-01-29
2024-01-23,sp500,legacy,-189473,-8.342,,2271312,2024-01-29
2024-01-23,sp500,tff,,,-392623,2271312,2024-01-29
2024-01-30,nasdaq100,legacy,39251,13.3276,,294510,2024-02-05
2024-01-30,nasdaq100,tff,,,-26655,294510,2024-02-05
2024-01-30,sp500,legacy,-225962,-9.7863,,2308955,2024-02-05
2024-01-30,sp500,tff,,,-429536,2308955,2024-02-05
2024-02-06,nasdaq100,legacy,32888,11.5371,,285062,2024-02-12
2024-02-06,nasdaq100,tff,,,-33122,285062,2024-02-12
2024-02-06,sp500,legacy,-232962,-10.1403,,2297385,2024-02-12
2024-02-06,sp500,tff,,,-411091,2297385,2024-02-12
2024-02-13,nasdaq100,legacy,32076,10.8385,,295946,2024-02-20
2024-02-13,nasdaq100,tff,,,-36970,295946,2024-02-20
2024-02-13,sp500,legacy,-215778,-9.2254,,2338964,2024-02-20
2024-02-13,sp500,tff,,,-379467,2338964,2024-02-20
2024-02-20,nasdaq100,legacy,25561,8.9022,,287130,2024-02-26
2024-02-20,nasdaq100,tff,,,-34626,287130,2024-02-26
2024-02-20,sp500,legacy,-218530,-9.4074,,2322953,2024-02-26
2024-02-20,sp500,tff,,,-417264,2322953,2024-02-26
2024-02-27,nasdaq100,legacy,10246,3.5567,,288075,2024-03-04
2024-02-27,nasdaq100,tff,,,-47714,288075,2024-03-04
2024-02-27,sp500,legacy,-224223,-9.5644,,2344340,2024-03-04
2024-02-27,sp500,tff,,,-434245,2344340,2024-03-04
2024-03-05,nasdaq100,legacy,635,0.2197,,289047,2024-03-11
2024-03-05,nasdaq100,tff,,,-56283,289047,2024-03-11
2024-03-05,sp500,legacy,-204440,-8.5982,,2377697,2024-03-11
2024-03-05,sp500,tff,,,-406861,2377697,2024-03-11
2024-03-12,nasdaq100,legacy,1395,0.4203,,331912,2024-03-18
2024-03-12,nasdaq100,tff,,,-64957,331912,2024-03-18
2024-03-12,sp500,legacy,-239827,-8.9543,,2678339,2024-03-18
2024-03-12,sp500,tff,,,-494000,2678339,2024-03-18
2024-03-19,nasdaq100,legacy,11160,4.4605,,250194,2024-03-25
2024-03-19,nasdaq100,tff,,,-36649,250194,2024-03-25
2024-03-19,sp500,legacy,-194169,-9.2693,,2094749,2024-03-25
2024-03-19,sp500,tff,,,-432870,2094749,2024-03-25
2024-03-26,nasdaq100,legacy,-7116,-2.7964,,254474,2024-04-02
2024-03-26,nasdaq100,tff,,,-46242,254474,2024-04-02
2024-03-26,sp500,legacy,-169439,-8.0271,,2110848,2024-04-02
2024-03-26,sp500,tff,,,-456511,2110848,2024-04-02
2024-04-02,nasdaq100,legacy,-5195,-2.0024,,259439,2024-04-08
2024-04-02,nasdaq100,tff,,,-43017,259439,2024-04-08
2024-04-02,sp500,legacy,-78122,-3.7393,,2089222,2024-04-08
2024-04-02,sp500,tff,,,-368463,2089222,2024-04-08
2024-04-09,nasdaq100,legacy,7543,2.8964,,260430,2024-04-15
2024-04-09,nasdaq100,tff,,,-41808,260430,2024-04-15
2024-04-09,sp500,legacy,-62914,-3.0075,,2091937,2024-04-15
2024-04-09,sp500,tff,,,-340973,2091937,2024-04-15
2024-04-16,nasdaq100,legacy,8529,3.3356,,255698,2024-04-22
2024-04-16,nasdaq100,tff,,,-48407,255698,2024-04-22
2024-04-16,sp500,legacy,74114,3.5284,,2100522,2024-04-22
2024-04-16,sp500,tff,,,-200928,2100522,2024-04-22
2024-04-23,nasdaq100,legacy,6125,2.3905,,256222,2024-04-29
2024-04-23,nasdaq100,tff,,,-44257,256222,2024-04-29
2024-04-23,sp500,legacy,67678,3.2728,,2067890,2024-04-29
2024-04-23,sp500,tff,,,-206322,2067890,2024-04-29
2024-04-30,nasdaq100,legacy,2772,1.095,,253154,2024-05-06
2024-04-30,nasdaq100,tff,,,-51299,253154,2024-05-06
2024-04-30,sp500,legacy,43133,2.15,,2006204,2024-05-06
2024-04-30,sp500,tff,,,-195890,2006204,2024-05-06
2024-05-07,nasdaq100,legacy,4405,1.8732,,235162,2024-05-13
2024-05-07,nasdaq100,tff,,,-47934,235162,2024-05-13
2024-05-07,sp500,legacy,-9695,-0.4774,,2030975,2024-05-13
2024-05-07,sp500,tff,,,-260250,2030975,2024-05-13
2024-05-14,nasdaq100,legacy,3170,1.2751,,248611,2024-05-20
2024-05-14,nasdaq100,tff,,,-54967,248611,2024-05-20
2024-05-14,sp500,legacy,-25284,-1.2149,,2081097,2024-05-20
2024-05-14,sp500,tff,,,-292476,2081097,2024-05-20
2024-05-21,nasdaq100,legacy,4718,1.8891,,249754,2024-05-28
2024-05-21,nasdaq100,tff,,,-39906,249754,2024-05-28
2024-05-21,sp500,legacy,-22774,-1.0601,,2148201,2024-05-28
2024-05-21,sp500,tff,,,-334078,2148201,2024-05-28
2024-05-28,nasdaq100,legacy,-3726,-1.4651,,254317,2024-06-03
2024-05-28,nasdaq100,tff,,,-45428,254317,2024-06-03
2024-05-28,sp500,legacy,-2208,-0.1013,,2179731,2024-06-03
2024-05-28,sp500,tff,,,-339604,2179731,2024-06-03
2024-06-04,nasdaq100,legacy,1997,0.81,,246536,2024-06-10
2024-06-04,nasdaq100,tff,,,-36799,246536,2024-06-10
2024-06-04,sp500,legacy,-65000,-3.0092,,2160026,2024-06-10
2024-06-04,sp500,tff,,,-345416,2160026,2024-06-10
2024-06-11,nasdaq100,legacy,-8032,-3.1132,,258002,2024-06-17
2024-06-11,nasdaq100,tff,,,-47211,258002,2024-06-17
2024-06-11,sp500,legacy,-111414,-4.9166,,2266096,2024-06-17
2024-06-11,sp500,tff,,,-367530,2266096,2024-06-17
2024-06-18,nasdaq100,legacy,-3825,-1.1451,,334035,2024-06-25
2024-06-18,nasdaq100,tff,,,-57613,334035,2024-06-25
2024-06-18,sp500,legacy,-114110,-4.3963,,2595590,2024-06-25
2024-06-18,sp500,tff,,,-371410,2595590,2024-06-25
2024-06-25,nasdaq100,legacy,7395,3.001,,246417,2024-07-01
2024-06-25,nasdaq100,tff,,,-40408,246417,2024-07-01
